time_ms,ax,ay,az,gx,gy,gz,load_raw
160283,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220597
160333,1.199219,1.593750,9.453125,0.000000,0.000000,0.000000,-220608
160383,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220554
160433,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220675
160483,1.199219,1.515625,9.417969,0.000000,0.000000,0.000000,-220712
160534,1.199219,1.515625,9.457031,0.000000,0.000000,0.000000,-220596
160584,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220552
160638,1.238281,1.593750,9.417969,0.000000,0.000000,0.000000,-220633
160691,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220631
160741,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220661
160793,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220744
160843,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220650
160893,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220810
160943,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220629
160993,1.160156,1.593750,9.417969,0.000000,0.000000,0.000000,-220634
161044,1.199219,1.593750,9.414063,0.000000,0.000000,0.000000,-220643
161094,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220576
161144,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220609
161194,1.160156,1.554688,9.453125,0.000000,0.000000,0.000000,-220690
161244,1.160156,1.593750,9.457031,0.000000,0.000000,0.000000,-220640
161294,1.199219,1.515625,9.457031,0.000000,0.000000,0.000000,-220611
161344,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220681
161394,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220505
161449,1.199219,1.593750,9.414063,0.000000,0.000000,0.000000,-220754
161501,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220732
161552,1.160156,1.554688,9.453125,0.000000,0.000000,0.000000,-220653
161604,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220701
161654,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220747
161705,1.199219,1.593750,9.414063,0.000000,0.000000,0.000000,-220590
161755,1.199219,1.593750,9.414063,0.000000,0.000000,0.000000,-220780
161805,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220712
161855,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220657
161905,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220646
161955,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220719
162005,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220611
162055,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220711
162109,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220722
162162,1.199219,1.593750,9.453125,0.000000,0.000000,0.000000,-220580
162212,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220557
162265,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220755
162315,1.199219,1.515625,9.417969,0.000000,0.000000,0.000000,-220644
162369,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220749
162422,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220646
162472,1.238281,1.554688,9.414063,0.000000,0.000000,0.000000,-220725
162524,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220625
162574,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220595
162628,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220603
162680,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220560
162732,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220556
162784,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220763
162834,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220644
162885,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220647
162935,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220664
162991,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220634
163043,1.199219,1.593750,9.414063,0.000000,0.000000,0.000000,-220717
163094,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220607
163146,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220656
163196,1.238281,1.554688,9.492188,0.000000,0.000000,0.000000,-220726
163250,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220715
163302,1.160156,1.554688,9.453125,0.000000,0.000000,0.000000,-220640
163352,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220664
163405,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220650
163455,1.199219,1.593750,9.453125,0.000000,0.000000,0.000000,-220567
163505,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220736
163555,1.199219,1.593750,9.414063,0.000000,0.000000,0.000000,-220667
163605,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220760
163656,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220699
163706,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220675
163756,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220605
163806,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220661
163856,1.160156,1.593750,9.417969,0.000000,0.000000,0.000000,-220691
163906,1.199219,1.593750,9.453125,0.000000,0.000000,0.000000,-220640
163956,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220729
164006,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220608
